,1N-Z,n,z,A,EL,O,mass_excess,mass_unc,binding_energy,bind_ener_unc,beta_mode,beta_ener,beta_unc,atomic_mass,atom_mass_unc,symbol,a,radius_val,radius_unc,radius_preliminary_val,radius_preliminary_unc,parity_encoder,isospin_asymmetry
2140,31,98,67,165,Ho,,-64898.017,0.786,8.1469591,0.0048,B-,-376.6648,0.9575,930329.116,0.844,Ho,165.0,5.2022,0.0312,,,Even-Odd,0.18787878787878787
2141,32,99,67,166,Ho,,-63070.339,0.786,8.1354933,0.0047,B-,1853.8057,0.7792,932291.209,0.844,,,,,,,Odd-Odd,
2142,33,100,67,167,Ho,p2n,-62279.459,5.189,8.1303732,0.0311,B-,1009.7971,5.189,933140.254,5.57,,,,,,,Even-Odd,
2143,34,101,67,168,Ho,+,-60059.231,30.001,8.1168061,0.1786,B-,2930.0,30.0,935523.766,32.207,,,,,,,Odd-Odd,
2144,35,102,67,169,Ho,+p,-58796.01,20.048,8.1090622,0.1186,B-,2125.1534,20.0483,936879.89,21.522,,,,,,,Even-Odd,
2145,36,103,67,170,Ho,+,-56237.514,50.019,8.0937902,0.2942,B-,3870.0,50.0,939626.548,53.697,,,,,,,Odd-Odd,
2146,37,104,67,171,Ho,+,-54517.822,600.002,8.0836021,3.5088,B-,3200.0,600.0,941472.713,644.128,,,,,,,Even-Odd,
2147,38,105,67,172,Ho,x,,,,,B-,,,,,,,,,,,Odd-Odd,
2148,39,106,67,173,Ho,x,,,,,B-,,,,,,,,,,,Even-Odd,
2149,40,107,67,174,Ho,x,,,,,B-,,,,,,,,,,,Odd-Odd,
2150,41,108,67,175,Ho,x,,,,,B-,,,,,,,,,,,Even-Odd,
2151,42,109,67,176,Ho,x,,,,,B-,,,,,,,,,,,Odd-Odd,
2152,43,110,67,177,Ho,x,,,,,B-,,,,,,,,,,,Even-Odd,
2153,44,111,67,178,Ho,x,,,,,B-,,,,,,,,,,,Odd-Odd,
2154,6,74,68,142,Er,x,,,,,B-,,,,,,,,,,,Even-Even,
2155,7,75,68,143,Er,x,,,,,B-,,,,,,,,,,,Even-Odd,
2156,8,76,68,144,Er,x,,,,,B-,,,,,,,,,,,Even-Even,
2157,9,77,68,145,Er,x,,,,,B-,,,,,,,,,,,Even-Odd,
2158,10,78,68,146,Er,,-44322.019,6.705,8.0105127,0.0459,B-,,,952418.357,7.197,,,,,,,Even-Even,
2159,11,79,68,147,Er,x,-46607.814,38.191,8.026475999999999,0.2598,B-,-10633.4071,38.7987,949964.456,41.0,,,,,,,Even-Odd,
2160,12,80,68,148,Er,x,-51478.997,10.246,8.0596924,0.0692,B-,-12713.963,14.4906,944735.026,11.0,,,,,,,Even-Even,
2161,13,81,68,149,Er,x,-53741.621,27.945,8.0749558,0.1875,B-,,,942306.0,30.0,,,,,,,Even-Odd,
2162,14,82,68,150,Er,,-57831.323,17.194,8.1021962,0.1146,B-,,,937915.524,18.458,Er,150.0,5.0548,0.0254,,,Even-Even,0.09333333333333338
2163,15,83,68,151,Er,x,-58266.29,16.47,8.1048723,0.1091,B-,-7494.6768,25.4292,937448.567,17.681,,,,,,,Even-Odd,
2164,16,84,68,152,Er,,-60500.218,8.83,8.1193485,0.0581,B-,-8779.9397,54.7434,935050.347,9.478,Er,152.0,5.0843,0.0257,,,Even-Even,0.10526315789473684
2165,17,85,68,153,Er,,-60466.682,9.285,8.1188154,0.0607,B-,-6494.0723,12.8812,935086.35,9.967,,,,,,,Even-Odd,
2166,18,86,68,154,Er,,-62604.974,4.961,8.1323919,0.0322,B-,-8177.8316,14.9113,932790.799,5.325,Er,154.0,5.1129,0.0268,,,Even-Even,0.11688311688311692
2167,19,87,68,155,Er,-a,-62209.172,6.074,8.1294444,0.0392,B-,-5583.2509,11.5109,933215.71,6.52,,,,,,,Even-Odd,
2168,20,88,68,156,Er,,-64211.683,24.629,8.1419084,0.1579,B-,-7377.2657,26.7099,931065.926,26.44,Er,156.0,5.1429,0.0285,,,Even-Even,0.1282051282051282
2169,21,89,68,157,Er,,-63413.648,26.505,8.1363757,0.1688,B-,-4704.369,38.5152,931922.652,28.454,,,,,,,Even-Odd,
2170,22,90,68,158,Er,,-65303.815,25.219,8.147927,0.1596,B-,-6600.6151,31.3411,929893.474,27.074,Er,158.0,5.1761,0.0312,,,Even-Even,0.1392405063291139
2171,23,91,68,159,Er,-,-64561.12,3.643,8.1427742,0.0229,B-,-3990.7162,28.1813,930690.79,3.91,,,,,,,Even-Odd,
2172,24,92,68,160,Er,,-66064.176,24.246,8.1517217,0.1515,B-,-5763.1395,39.1333,929077.193,26.029,Er,160.0,5.2045,0.0336,,,Even-Even,0.15000000000000002
2173,25,93,68,161,Er,+n,-65201.298,8.774,8.1458628,0.0545,B-,-3302.5839,29.2899,930003.53,9.419,,,,,,,Even-Odd,
2174,26,94,68,162,Er,,-66334.21,0.756,8.1523959,0.0047,B-,-4856.7282,26.0475,928787.299,0.811,Er,162.0,5.2246,0.004,,,Even-Even,0.16049382716049387
2175,27,95,68,163,Er,,-65167.413,4.628,8.1447403,0.0284,B-,-2439.0,3.0,930039.908,4.967,,,,,,,Even-Odd,
2176,28,96,68,164,Er,,-65942.573,0.704,8.1490191,0.0043,B-,-4033.6302,25.0113,929207.739,0.755,Er,164.0,5.2389,0.0035,,,Even-Even,0.1707317073170732
2177,29,97,68,165,Er,,-64521.353,0.918,8.1399348,0.0056,B-,-1591.3282,1.4891,930733.482,0.985,,,,,,,Even-Odd,
2178,30,98,68,166,Er,,-64924.145,0.334,8.1419479,0.002,B-,-3037.6667,11.547,930301.067,0.358,Er,166.0,5.2516,0.0031,,,Even-Even,0.1807228915662651
2179,31,99,68,167,Er,,-63289.256,0.286,8.1317352,0.0017,B-,-746.1392,1.2633,932056.192,0.306,Er,167.0,5.256,0.0031,,,Even-Odd,0.18562874251497008
2180,32,100,68,168,Er,,-62989.231,0.262,8.1295897,0.0016,B-,-1676.8526,1.6858,932378.282,0.28,Er,168.0,5.2644,0.0035,,,Even-Even,0.19047619047619047
2181,33,101,68,169,Er,-n,-60921.163,0.304,8.1170078,0.0018,B-,353.491,0.7729,934598.444,0.326,,,,,,,Even-Odd,
2182,34,102,68,170,Er,,-60107.514,1.387,8.1119529,0.0082,B-,-312.1997,1.7852,935471.933,1.488,Er,170.0,5.2789,0.0041,,,Even-Even,0.19999999999999996
2183,35,103,68,171,Er,,-57717.822,1.408,8.0977404,0.0082,B-,1492.449,1.0788,938037.372,1.511,,,,,,,Even-Odd,
2184,36,104,68,172,Er,,-56482.578,3.962,8.0904052,0.023,B-,890.9756,4.5418,939363.461,4.253,,,,,,,Even-Even,
2185,37,105,68,173,Er,x,,,,,B-,,,,,,,,,,,Even-Odd,
2186,38,106,68,174,Er,x,,,,,B-,,,,,,,,,,,Even-Even,
2187,39,107,68,175,Er,x,,,,,B-,,,,,,,,,,,Even-Odd,
2188,40,108,68,176,Er,x,,,,,B-,,,,,,,,,,,Even-Even,
2189,41,109,68,177,Er,x,,,,,B-,,,,,,,,,,,Even-Odd,
2190,42,110,68,178,Er,x,,,,,B-,,,,,,,,,,,Even-Even,
2191,43,111,68,179,Er,x,,,,,B-,,,,,,,,,,,Even-Odd,
2192,44,112,68,180,Er,x,,,,,B-,,,,,,,,,,,Even-Even,
2193,6,75,69,144,Tm,-p,,,,,B-,,,,,,,,,,,Odd-Odd,
2194,7,76,69,145,Tm,-p,,,,,B-,,,,,,,,,,,Even-Odd,
2195,8,77,69,146,Tm,-p,,,,,B-,,,,,,,,,,,Odd-Odd,
2196,9,78,69,147,Tm,,-35974.407,6.839,7.9488178,0.0465,B-,,,961379.887,7.341,,,,,,,Even-Odd,
2197,10,79,69,148,Tm,x,-38765.034,10.246,7.9685011,0.0692,B-,,,958384.026,11.0,,,,,,,Odd-Odd,
2198,11,80,69,149,Tm,x,,,,,B-,,,,,,,,,,,Even-Odd,
2199,12,81,69,150,Tm,x,,,,,B-,,,,,,,,,,,Odd-Odd,
2200,13,82,69,151,Tm,,-50771.613,19.375,8.0500576,0.1283,B-,-9229.2615,300.1329,945494.433,20.799,,,,,,,Even-Odd,
2201,14,83,69,152,Tm,,-51720.279,54.027,8.0564387,0.3554,B-,-5449.8923,139.62,944476.0,58.0,,,,,,,Odd-Odd,
2202,15,84,69,153,Tm,,-53972.61,11.979,8.0712571,0.0783,B-,,,942058.023,12.86,Tm,153.0,5.0643,0.019,,,Even-Odd,0.0980392156862745
2203,16,85,69,154,Tm,-a,-54427.142,14.412,8.074209,0.0936,B-,-4495.0495,13.9528,941570.062,15.471,Tm,154.0,5.0755,0.0166,,,Odd-Odd,0.10389610389610393
2204,17,86,69,155,Tm,-a,-56625.921,9.921,8.088376,0.064,B-,-6123.3072,19.3388,939209.576,10.651,,,,,,,Even-Odd,
2205,18,87,69,156,Tm,,-56834.417,14.279,8.089603199999999,0.0915,B-,-3568.8794,12.5484,938985.746,15.328,Tm,156.0,5.0976,0.0135,,,Odd-Odd,0.11538461538461542
2206,19,88,69,157,Tm,x,-58709.279,27.945,8.1014285,0.178,B-,-5289.3667,29.9971,936973.0,30.0,Tm,157.0,5.114,0.0074,,,Even-Odd,0.12101910828025475
2207,20,89,69,158,Tm,,-58703.2,25.219,8.1011994,0.1596,B-,-2693.5796,26.4499,936979.525,27.074,Tm,158.0,5.1235,0.0069,,,Odd-Odd,0.12658227848101267
2208,21,90,69,159,Tm,x,-60570.404,27.945,8.1127549,0.1758,B-,-4736.8869,33.0155,934975.0,30.0,Tm,159.0,5.1392,0.006,,,Even-Odd,0.13207547169811318
2209,22,91,69,160,Tm,,-60301.037,32.686,8.1108124,0.2043,B-,-2137.8101,33.1447,935264.177,35.089,Tm,160.0,5.1504,0.0055,,,Odd-Odd,0.13749999999999996
2210,23,92,69,161,Tm,x,-61898.715,27.945,8.1204906,0.1736,B-,-4064.4665,31.764,933549.0,30.0,Tm,161.0,5.1616,0.005,,,Even-Odd,0.1428571428571429
2211,24,93,69,162,Tm,-,-61477.482,26.058,8.1175868,0.1609,B-,-1656.319,30.1127,934001.211,27.974,Tm,162.0,5.1713,0.0048,,,Odd-Odd,0.14814814814814814
2212,25,94,69,163,Tm,-,-62728.413,5.515,8.1249774,0.0338,B-,-3434.5345,16.0687,932658.282,5.92,Tm,163.0,5.1849,0.0042,,,Even-Odd,0.15337423312883436
2213,26,95,69,164,Tm,,-61908.943,25.006,8.1196534,0.1525,B-,-896.7722,29.2135,933538.019,26.845,Tm,164.0,5.1906,0.0042,,,Odd-Odd,0.1585365853658537
2214,27,96,69,165,Tm,,-62930.024,1.658,8.1255489,0.0101,B-,-2634.6364,26.5907,932441.843,1.779,Tm,165.0,5.2004,0.0038,,,Even-Odd,0.1636363636363637
2215,28,97,69,166,Tm,-,-61886.478,11.552,8.1189357,0.0696,B-,-292.7714,13.5069,933562.136,12.401,Tm,166.0,5.2046,0.0038,,,Odd-Odd,0.1686746987951807
2216,29,98,69,167,Tm,,-62543.117,1.258,8.1225826,0.0075,B-,-1953.2162,3.7968,932857.206,1.35,Tm,167.0,5.2129,0.0036,,,Even-Odd,0.17365269461077848
2217,30,99,69,168,Tm,,-61312.379,1.677,8.1149516,0.01,B-,267.488,1.6782,934178.457,1.8,Tm,168.0,5.217,0.0036,,,Odd-Odd,0.1785714285714286
2218,31,100,69,169,Tm,,-61274.654,0.738,8.1144702,0.0044,B-,-899.127,0.7563,934218.956,0.792,Tm,169.0,5.2256,0.0035,,,Even-Odd,0.18343195266272194
2219,32,101,69,170,Tm,,-59795.314,0.732,8.1055144,0.0043,B-,968.6148,0.7319,935807.093,0.785,Tm,170.0,5.2303,0.0036,,,Odd-Odd,0.18823529411764706
2220,33,102,69,171,Tm,,-59210.271,0.972,8.1018931,0.0057,B-,96.5468,0.9715,936435.162,1.043,Tm,171.0,5.2388,0.0037,,,Even-Odd,0.19298245614035092
2221,34,103,69,172,Tm,,-57373.554,5.481,8.0910367,0.0319,B-,1881.9024,5.4814,938406.959,5.884,Tm,172.0,5.2411,0.0052,,,Odd-Odd,0.19767441860465118
2222,35,104,69,173,Tm,p2n,-56256.067,4.4,8.0844633,0.0254,B-,1295.1669,4.4,939606.63,4.723,,,,,,,Even-Odd,
2223,36,105,69,174,Tm,+,-53864.521,44.721,8.070643200000001,0.257,B-,3080.0,44.7214,942174.061,48.01,,,,,,,Odd-Odd,
2224,37,106,69,175,Tm,+,-52310.556,50.0,8.0617673,0.2857,B-,2385.0,50.0,943842.31,53.677,,,,,,,Even-Odd,
